Data ID,Text Description,Text,Participant ID,Playlist ID,Video ID,Segment Name,CMA,Valence,Arousal,Dominance,significance,arousal_category,valence_category,taskwiselabel
32003,"I was really confused as to what they wanted to show. I could get that I was in an abondoned place, but ssince i was expecting that, it did not do much. In the middle i did listen to the announcement being made, and the music was relaxing so I thought why not lets just listen to the music. It was calming since i like abandoned areas. It was relaxing and calming. It was nice, I was completely still in one place and there was no one there, so it gave a feel that I was there",really confused wanted show could get abondoned place ssince expecting much middle listen announcement made music relaxing thought let listen music calming since like abandoned area relaxing calming nice completely still one place one gave feel,32,2,3,AbandonedBuilding,LVLA,4,1,5,1,0,1,0
32004,"It felt like a movie, but i was excited for what was going to happen. I felt like something cool is happening. I was very interested in listening to them, and what was going on. I tried to become the person in the video from the camera perspective but i was not able to. Since this was a comedy, i was enjoying most of the parts.",felt like movie excited going happen felt like something cool happening interested listening going tried become person video camera perspective able since comedy enjoying part,32,2,4,Kidnapped,LVHA,4,1,5,1,0,1,0
32005,"I personally was not into it in the beginning because I know what real rollercoasters feel like. I have extreme motion sickness, so I was wondering if this will affect me a lot or something. And then it was affecting me, I was really getting dizzy, not anxious but dizzy. I was getting a headache and strain, but i know it usually happens with rollercoasters. I liked the views. I was trying to look at the people behind me rather than looking in front, but that was mostly to explore the surroundings, and when it started i started looking in front. But it was not very close to the real experience, since I know i am sitting in this chair in the lab. I am familiar with VR ehadsests so I was aware that this is in VR.",personally beginning know real rollercoasters feel like extreme motion sickness wondering affect lot something affecting really getting dizzy anxious dizzy getting headache strain know usually happens rollercoasters liked view trying look people behind rather looking front mostly explore surroundings started started looking front close real experience since know sitting chair lab familiar vr ehadsests aware vr,32,2,5,MegaCoaster,HVHA,3,1,5,1,0,0,1
32006,"First i was just  just seeing the sea, I did not pay attention to the sun, then i realised oh the sun is rising so i started looking at it. I looked around, someone was sitting as well. I realised nothing else is happening and the focus is sunrise so I came back to it. I was anticipating something will happen but nothing did. I was relaxed but also trying to look around and anticipate some interaction. The audio was realistic so it was nice. ",first seeing sea pay attention sun realised oh sun rising started looking looked around someone sitting well realised nothing else happening focus sunrise came back anticipating something happen nothing relaxed also trying look around anticipate interaction audio realistic nice,32,2,6,MalaekahanaSunrise,HVLA,3,1,5,1,0,0,1
32007,"I loved this, I love puppies in real life so I enjoyed this video a lot. I felt the lower camera angle was much better because I could see the puppies up close and it was a new perspective. The audio matched my excitement. I could notice some lines in teh video due to the camera but it was okay",loved love puppy real life enjoyed video lot felt lower camera angle much better could see puppy close new perspective audio matched excitement could notice line teh video due camera okay,32,2,7,PuppiesHost,HVHA,5,1,5,2,0,1,1
32008,"This was nice because I could see down as well, since all the videos till now did not have that perspective where I can look down too. It was calming and I liked the perspective. I was getting interested and I enjoyed it",nice could see well since video till perspective look calming liked perspective getting interested enjoyed,32,2,8,GreatOceanRoad,HVLA,3,1,5,1,0,0,1
33001,"I think it is a different experience when you hear about such things versus wwhen you see them. Some scenes really affected me, some made me angry some made me sad, i had mixed negative emotions. It was immersive, the story was clear as well. Camera angles were pretty nice, all the scenes were arranged nicely together. There were scenes wehre i felt fearful as well. The audio was one of the best out of all the videos. It felt like i was watching this as a third person, like an immersive museum, it felt like a camera in history.",think different experience hear thing versus wwhen see scene really affected made angry made sad mixed negative emotion immersive story clear well camera angle pretty nice scene arranged nicely together scene wehre felt fearful well audio one best video felt like watching third person like immersive museum felt like camera history,33,3,1,Warknownonation,LVHA,4,5,4,4,1,1,0
33002,"This felt a bit fake, especially the voices. It felt jittery, not a nice experience. The camera angles were fine, so I felt like I was there. But since I have had an accident in teh past, this madee me recall some of that and it made me uncomfortable.",felt bit fake especially voice felt jittery nice experience camera angle fine felt like since accident teh past madee recall made uncomfortable,33,3,2,Redwoods,HVLA,2,5,2,3,1,0,1
33003,"I was very confused as to what is happening, because in some audios and scenes i was not able to relate. They started talking about topics like entrepreneurs and that did not connect well with what was going on. I have been to the slums before, so i think a lot of the scenarios, especially thee kids pointing to the camera, the seemed very real and I could feel those a lot. It created a very real experience, it made me connect more. Seeing this actually did not make me feel sad or empathetic because i have seen areas like these but the emotions amongst the children made me feel happy",confused happening audio scene able relate started talking topic like entrepreneur connect well going slum think lot scenario especially thee kid pointing camera seemed real could feel lot created real experience made connect seeing actually make feel sad empathetic seen area like emotion amongst child made feel happy,33,3,3,HappyLand,LVLA,3,2,4,4,0,0,0
33004,"The camera cut in the middle was very disturbing and distracting. The only point of the video was to show the front and the stitch was right there. It was always visible, and it became very unreal because of that. I could not feel much because of it. The whole experience was still good, but it felt fake and it could have had a greater impact. ",camera cut middle disturbing distracting point video show front stitch right always visible became unreal could feel much whole experience still good felt fake could greater impact,33,3,4,Speedflying,HVHA,4,3,5,4,0,1,1
33005,"A lot of areas here were very calming but with very sharp cuts in the middle. If the video was a single experience and did not have any cuts in between it would have felt so much better. It did not feel that immersive, it felt like a  lot of videos were just put together. The narration made it feel like an advertisement rather than an experience. ",lot area calming sharp cut middle video single experience cut would felt much better feel immersive felt like lot video put together narration made feel like advertisement rather experience,33,3,5,InstantCaribbean,HVLA,4,3,4,3,0,1,1
33006,"Even this had a lot of cuts, but it felt immersive despite them. I felt like the audio added a lot to this, i felt connected to the prisoner itself, it brought a feeling that does not happen with normal videos. I really hope that the prisoner could be free. I related to the prisoner more  becuase of movies and shows, becuase of that i could feel the captivity that he would have felt. I felt like i was in his place. I also felt anxious at points, wanting to get free in the video. The way the video was shot it made me look at it from a first person's POV. ",even lot cut felt immersive despite felt like audio added lot felt connected prisoner brought feeling happen normal video really hope prisoner could free related prisoner becuase movie show becuase could feel captivity would felt felt like place also felt anxious point wanting get free video way video shot made look first person pov,33,3,6,Jailbreak,LVHA,3,4,5,3,1,0,0
33007,"This video felt a bit rushed. Before I could attach myself to a video it very quickly changed the subject. Some parts of it really affected me though. It felt like someone actually destroyed my home. I could see them fighting to get their home back, so that felt very good. I liked the narration in the ukraine one better, so i could relate to it more than Sudan. ",video felt bit rushed could attach video quickly changed subject part really affected though felt like someone actually destroyed home could see fighting get home back felt good liked narration ukraine one better could relate sudan,33,3,7,TheDisplaced,LVLA,2,5,5,5,1,0,0
33008,"This felt very real. one feeling i had while watching this video was that this is something i have to live and work for. so i feel that way it really did make me happy and excited, and gave me very positive inspiration.",felt real one feeling watching video something live work feel way really make happy excited gave positive inspiration,33,3,8,CanyonSwing,HVHA,5,5,3,5,1,1,1
34001,"I was able to understand the context. This felt a bit funny because they did not feel professional at all. They were talking too much and they kidnapped the wrong person as well, so it felt funny. I felt like I was the one being kidnapped. I felt a sense of amusement as well. Later in one scene the setting was a bit too dark so I could not see the man coming and all, but it was okay. ",able understand context felt bit funny feel professional talking much kidnapped wrong person well felt funny felt like one kidnapped felt sense amusement well later one scene setting bit dark could see man coming okay,34,4,1,Kidnapped,LVHA,5,3,5,1,0,1,0
34002,"I felt calm, pleasant and beautiful. It was a beautiful scenery, but it felt more like a sunset than a sunrise. it was blissful. I could see the wind blow and the sky was blue. I was expecting it to be amusing and give me some excitement, or something would  be going on, because of the previous video that i watched. Once i realised tha tmnothing else will happen, i started enjoying it. It felt more artificial than a real beach though, since real breaches usually have people, some garbage as well, and i could see the wind but not feel it. that made me realise i am in VR. ",felt calm pleasant beautiful beautiful scenery felt like sunset sunrise blissful could see wind blow sky blue expecting amusing give excitement something would going previous video watched realised tha tmnothing else happen started enjoying felt artificial real beach though since real breach usually people garbage well could see wind feel made realise vr,34,4,2,MalaekahanaSunrise,HVLA,5,1,5,1,0,1,1
34003,"I have seen a few zombie movies, so this video was similar to those. I also started realising the order of videos that were presented to me, one exciting then  calm then  exciting again. some parts were a bit too low lit so I could  not see much, but that did not incite panic or uneasiness in me. I was not able to relate to the situation much so i was just enjoying the content. Usually such situations are very blood filled and have a lot of violence and panic. This did not match that standard so it felt less dramatised. ",seen zombie movie video similar also started realising order video presented one exciting calm exciting part bit low lit could see much incite panic uneasiness able relate situation much enjoying content usually situation blood filled lot violence panic match standard felt le dramatised,34,4,3,ZombieApocalypse,LVHA,4,2,3,1,0,1,0
34004,"Puppies are cute, but there wasn't much emotion in this one. I was entertained. I like dogs as long as they do not bite. I have a lot of dogs in my locality that keep barking on people, and when i was a child the dogs used to run after me when i went cycling. They once bit the tires of my bike so I am somewhat neutral towards dogs. But if there is a cute puppy coming towards me and it licks me I'll be fine, I'll pet it and maybe feed it as well. The camera angle made it more fun due to the new perspective it brought. But the audio was bad since the song was distracting and loud, i could not hear the natural sounds of that environment. ",puppy cute nt much emotion one entertained like dog long bite lot dog locality keep barking people child dog used run went cycling bit tire bike somewhat neutral towards dog cute puppy coming towards lick fine pet maybe feed well camera angle made fun due new perspective brought audio bad since song distracting loud could hear natural sound environment,34,4,4,PuppiesHost,HVHA,5,1,3,1,0,1,1
34005,"This felt like an advertisement for a show. I haven't been to a beach but i have seen a lot of videos. The video was shot while parasailing and I have done that, so it felt real. it felt more real than the beach that was showed. The sailing angle added to the experience. It made me excited to see parasailing, but just for a few seconds. The animated transition was a bit abrupt.",felt like advertisement show nt beach seen lot video video shot parasailing done felt real felt real beach showed sailing angle added experience made excited see parasailing second animated transition bit abrupt,34,4,5,GreatOceanRoad,HVLA,5,1,3,1,0,1,1
34006,"I felt confused and a fit uneasy since there was nobody, the sky was grey, the buildings surrounded me and it felt unnatural and unsafe. The environment felt like a dystopian world where people have been enslaved and the speaker was the speach which was being delivered by the government. It was not a pleasant experience. Given the pattern that I had in my mind about the order of the videos, this video should have been an exciting one but it broke the pattern which left me confused a bit. The speech made me more uncomfortable.",felt confused fit uneasy since nobody sky grey building surrounded felt unnatural unsafe environment felt like dystopian world people enslaved speaker speach delivered government pleasant experience given pattern mind order video video exciting one broke pattern left confused bit speech made uncomfortable,34,4,6,AbandonedBuilding,LVLA,3,1,3,1,0,0,0
34007,"This was uneasy and unpleasant. I felt empathy towards the people, it felt back because nothing good happened in that situation and a lot of things were destroyed, a lot of people would have died, and the impact was more since it is a neighbouring country of ours. I haven't experienced natural disasters in my life, but seeing it as a third person i was familiar with the emotions. My sister used to live in an area which used to get flooded and she sent actual videos of the disaster, so i could relate a bit. When there were people around me, i felt like i was one of them.The narration was subtle and gave me time to think about the video. ",uneasy unpleasant felt empathy towards people felt back nothing good happened situation lot thing destroyed lot people would died impact since neighbouring country nt experienced natural disaster life seeing third person familiar emotion sister used live area used get flooded sent actual video disaster could relate bit people around felt like one themthe narration subtle gave time think video,34,4,7,NepalEarthquake,LVLA,2,1,2,1,0,0,0
34008,"I have never been on one, I am scared of roller coasters, so I enjoyed this video, and midway I felt a little uneasy, in a pleasant way because of the motion, the velocity, and I enjoyed the experience, it was fun, it was fun and excited.",never one scared roller coaster enjoyed video midway felt little uneasy pleasant way motion velocity enjoyed experience fun fun excited,34,4,8,MegaCoaster,HVHA,5,2,3,1,0,1,1
35001,"I saw three children were displaced and they were actually having a hard life so i just thought actually the they are living this life due to us. For example, if we wanted to we could stop the Russia-Ukraine war, we could have done something from our side but we did not do anything. Even if we did anything, it was euqal to nothing, so somewhere we are also responsible for such dire situations of these children. I feel that we should help them, take them out of this situation, give them a proper education and health care etc. The text was readable in the video. There was a Sudan section as well, but the Russia-Ukraine section felt more relatable due to the recent events. I was wondering how did this child land in such a destructive situation. It felt like a documentary, I did not feel like i was actually there. ",saw three child displaced actually hard life thought actually living life due u example wanted could stop russiaukraine war could done something side anything even anything euqal nothing somewhere also responsible dire situation child feel help take situation give proper education health care etc text readable video sudan section well russiaukraine section felt relatable due recent event wondering child land destructive situation felt like documentary feel like actually,35,1,1,TheDisplaced,LVLA,3,3,3,3,0,0,0
35002,"The narrator was trying to show how the slums were exploited and don't get enough resources, and how there is a hotel just 5 kms from here. There is a huge difference in the standard of living. It made me want to help them, i felt sorry for them and empathetic. I did not think much before watching, but felt these emotions while watching the video. The narration helped me quite a bit. I felt like I was standing there, because a kid was staring at the camera and it felt like  he's looking at me. The video could have been better quality. ",narrator trying show slum exploited nt get enough resource hotel 5 km huge difference standard living made want help felt sorry empathetic think much watching felt emotion watching video narration helped quite bit felt like standing kid staring camera felt like looking video could better quality,35,1,2,HappyLand,LVLA,3,3,3,3,0,0,0
35003,"This video felt good if i was the prisoner, but bad if i was the policeman. I saw it from the prisoner's perspective, so i felt like finally i'm free. The camera was also from his perspective. I felt like I would feel what the prisoner is feeling. I have seem a lot of such movies as well, so it felt relatable. ",video felt good prisoner bad policeman saw prisoner perspective felt like finally free camera also perspective felt like would feel prisoner feeling seem lot movie well felt relatable,35,1,3,Jailbreak,LVHA,4,4,4,4,1,1,0
35004,"War is not a good place to be in, and the soldiers were being seperated from their families, that did not feel nice. The family knew that their family member was going in a hell like situation. He could be shot, he might not come back. I saw a movie recently so it felt more impactful to watch this video. The tank scene felt quite real. the transition was also very good. The audio and quality could have been better, but it did not hinder my experience. ",war good place soldier seperated family feel nice family knew family member going hell like situation could shot might come back saw movie recently felt impactful watch video tank scene felt quite real transition also good audio quality could better hinder experience,35,1,4,Warknownonation,LVHA,2,4,2,4,1,0,0
35005,"This was quite exciting. I would have felt scared and nervous as well if i was in his stead. When the person jumped it felt relieving, i felt the fullness of life, if i was there it would have been the best moment of my life. It was exciting but i did not feel like i was the one doing it. I was just enjoying it as a third person. I have a fear of heights, and this video did not seem like it was happening to me becuase if I was there, I would have been very low and bent down to ensure I am not standing stright up. I was trying to somehow make the video do that which was not possible, and hence it did not feel real. I intentionally avoided looking when he jumped becuase I was scared. When his friends mentioned that it was a 200 ft tall rope, I kept imagining how deep that fall could be",quite exciting would felt scared nervous well stead person jumped felt relieving felt fullness life would best moment life exciting feel like one enjoying third person fear height video seem like happening becuase would low bent ensure standing stright trying somehow make video possible hence feel real intentionally avoided looking jumped becuase scared friend mentioned 200 ft tall rope kept imagining deep fall could,35,1,5,CanyonSwing,HVHA,5,5,1,5,1,1,1
35006,"At my native place we have a garden and woods, so i keep roaming in such scenes. It felt familiar because of that. I like exploring such places, but i would also be scared of appearances of wild animals. I was slightly alert because of that. I felt like i was watching a movie becuase the camera was static. I wanted to get up and move around. The transitions were very slow as well.  ",native place garden wood keep roaming scene felt familiar like exploring place would also scared appearance wild animal slightly alert felt like watching movie becuase camera static wanted get move around transition slow well,35,1,6,Redwoods,HVLA,5,3,4,2,0,1,1
35007,"This is one of my life dreams. The parachute gives a sense of safety but when the forests came i got a bit scared. I was thinking what if the parachute gets stuck in that tree and I crash. I got a bit scared and nervous when the trees came. I was very excited otherwise. The uplifitng music made me feel more excited, but i felt like a third person. ",one life dream parachute give sense safety forest came got bit scared thinking parachute get stuck tree crash got bit scared nervous tree came excited otherwise uplifitng music made feel excited felt like third person,35,1,7,Speedflying,HVHA,5,5,2,5,1,1,1
35008,"I have never been on a beach so this is also a dream of mine. After seeing this, the rides, ships and all, the sunset was actually very nice. I did feel that I am in a VR setting and this is not really me. This was mostly due to the narration and the camera angles. The movements felt fake.",never beach also dream mine seeing ride ship sunset actually nice feel vr setting really mostly due narration camera angle movement felt fake,35,1,8,InstantCaribbean,HVLA,4,3,4,2,0,1,1
36001,"I was very nervous for this, I felt very sad for all the houses that were destroyed and all the lives that were lost. I was able to comprehend what is happening at what moment. It took some time for me to see what is happening and for the sadness to set in. The VR immersion also added to the impact. I felt like i was there, witnessing all this, about 80% of the time. This was mostly because of the camera angle. The narration was also clear",nervous felt sad house destroyed life lost able comprehend happening moment took time see happening sadness set vr immersion also added impact felt like witnessing 80 time mostly camera angle narration also clear,36,2,1,NepalEarthquake,LVLA,1,1,5,5,0,0,0
36002,"This made me feel a bit sad. I could not understand the concept of zombies, it feflt more like a war. I am usually affected by such events, hence I felt sad, because it felt like they are killing others in war. Later I started having a bit of fun, it felt like I am walking with them. The enarration was not very clear, but the audio added effect. ",made feel bit sad could understand concept zombie feflt like war usually affected event hence felt sad felt like killing others war later started bit fun felt like walking enarration clear audio added effect,36,2,2,ZombieApocalypse,LVHA,1,2,4,2,0,0,0
36003,"I felt at peace, very pleasant and peaceful experience. I usually like being by myself, so I felt good here. The audio was not great, but it felt like I am sitting there. I liked the quality of the video and enjoyed it throughout. I did not feel any other mix of emotions",felt peace pleasant peaceful experience usually like felt good audio great felt like sitting liked quality video enjoyed throughout feel mix emotion,36,2,3,AbandonedBuilding,LVLA,4,4,2,4,1,1,0
36004,"I feel afraid here, because I realised that there are kidnappings done by other people. I felt like the person in teh video just got kidnapped, but not so much that I got kidnapped. It also lead to nervousness, as I usually do not consume such content, I do not like thriller movies. ",feel afraid realised kidnapping done people felt like person teh video got kidnapped much got kidnapped also lead nervousness usually consume content like thriller movie,36,2,4,Kidnapped,LVHA,1,2,4,2,0,0,0
36005,"I felt happy and calm in this, with some moments of fear. I haven't been on rollercoasters before, but here at some instances i felt like i was actually in the rollercoaster. ",felt happy calm moment fear nt rollercoasters instance felt like actually rollercoaster,36,2,5,MegaCoaster,HVHA,3,3,4,4,0,0,1
36006,"I felt very calm and happy in this. I haven't been on any beach in real life but in this video I roamed around everywhere, and since there was nobody else it felt nice. I saw the sunrise, and I like such scenes. I felt very present, and the video quality was good as well.",felt calm happy nt beach real life video roamed around everywhere since nobody else felt nice saw sunrise like scene felt present video quality good well,36,2,6,MalaekahanaSunrise,HVLA,5,3,2,5,0,1,1
36007,"I like puppies in real life so this made me very happy as well. The camera angle was a bit up-down, so it felt a bit weird, but it did not hinder in my emotional experience. I did not like the music in this though. I did not feel present there, but I felt like an observer, a third person.",like puppy real life made happy well camera angle bit updown felt bit weird hinder emotional experience like music though feel present felt like observer third person,36,2,7,PuppiesHost,HVHA,5,3,1,4,0,1,1
36008,"This was a good video, the drone perspective did not hinder anything much. The audio was good, and the transitions as well. I felt calm, and a bit of excitement.",good video drone perspective hinder anything much audio good transition well felt calm bit excitement,36,2,8,GreatOceanRoad,HVLA,5,3,2,4,0,1,1
37001,"I was wondering why it happened. I wanted to set the context, why did it happen, what happened, etc. Initially i was uncomforatble with teh VR as well, but it worked out eventually. The video showed both the active lives of soldiers and the emotions they go through. It made me feel multiple emotions. The audio caused some strain, since it tried to make me attentive and focus. I did not feel like i was there as a person, It felt like they were showing it to me through a screen and I was just watching. I felt 70% immersed, while for movies it is around 30-40%, so it was more immersive for sure. I also got excited since I was put in a tank and I have never seen one from the inside.",wondering happened wanted set context happen happened etc initially uncomforatble teh vr well worked eventually video showed active life soldier emotion go made feel multiple emotion audio caused strain since tried make attentive focus feel like person felt like showing screen watching felt 70 immersed movie around 3040 immersive sure also got excited since put tank never seen one inside,37,3,1,Warknownonation,LVHA,3,3,3,4,0,0,0
37002,"it gave me a sense of peace, but since the last video was about war i felt that in this as well there will be some attack from somewhere, so I was initially on alert. I was impacted by the last video and expected something similar throughout the first half of this video as well, but after that i felt sleepy. I was at peace with the natural sounds, bird chirps, and waterfalls. I was sleepy because  of all that and I was relaxed. I felt like I was on the bridge",gave sense peace since last video war felt well attack somewhere initially alert impacted last video expected something similar throughout first half video well felt sleepy peace natural sound bird chirp waterfall sleepy relaxed felt like bridge,37,3,2,Redwoods,HVLA,4,4,4,2,1,1,1
37003,"I had a very questioning mindset, regarding the hows, whys and whats of the video. I wwas ashamed in a sense, because I felt that somewhere we all are responsible for this happening in our world. I felt sad upset and emotional. I wanted to help them, since I have been to slums in real life and I interact with children there a lot. This is why i felt so emotional, and that sense was strong. The transitions were not very nice, then i was not able to realte because i had to search so much whenever the scene changed. The narration was responsible for a lot of engagement. I sometimes had to read the captions to understand as well. When people were looking at the camera, I felt like they were looking at me.",questioning mindset regarding hows why whats video wwas ashamed sense felt somewhere responsible happening world felt sad upset emotional wanted help since slum real life interact child lot felt emotional sense strong transition nice able realte search much whenever scene changed narration responsible lot engagement sometimes read caption understand well people looking camera felt like looking,37,3,3,HappyLand,LVLA,2,3,4,5,0,0,0
37004,"I was excited for this, the audio added a lot to that emotion as well. The camera was at tehe wrong angle though, because it felt like i was on the person's head rather than at their eye level. I am also afraid of heights, but the camera was not clear to show the actual depth of that height so i did not feel scared. ",excited audio added lot emotion well camera tehe wrong angle though felt like person head rather eye level also afraid height camera clear show actual depth height feel scared,37,3,4,Speedflying,HVHA,4,4,4,5,1,1,1
37005,"I am not very used to islands and I do not want to be, but it felt good when they were jsut flying in the sky watching the sea, but this was only in the initial stages of the video. I liked the drone angle and I felt happy when the sunset was happening, it made me feel caalm and composed. I did noto notice the narration that much so it was not very helpful, i just focused on watching the video",used island want felt good jsut flying sky watching sea initial stage video liked drone angle felt happy sunset happening made feel caalm composed noto notice narration much helpful focused watching video,37,3,5,InstantCaribbean,HVLA,5,4,4,4,1,1,1
37006,"I felt alert and attentive, since there was such an active criminal in the video. I was having sympathy for the criminal in the beginning, since I was relating to it as i had watched a web series 2 days ago called Money Heist. In that series the father of the criminal was killed by the policeman so these scenes were relatable in that sense. I felt sad because i had thatt association with the web series, but later i realised these are 2 different scenarios. Then when the criminal started doing more activities like opening his handcuffs, I became attentive. It felt like a movie in some sense, but mostly because I have seen similar things before",felt alert attentive since active criminal video sympathy criminal beginning since relating watched web series 2 day ago called money heist series father criminal killed policeman scene relatable sense felt sad thatt association web series later realised 2 different scenario criminal started activity like opening handcuff became attentive felt like movie sense mostly seen similar thing,37,3,6,Jailbreak,LVHA,3,3,1,4,0,0,0
37007,"I was sad and upset, again questioning the hows and the whys. I was able to see more impact with the audio, and the text was also legible. I was able to relate to the swamps in the video more since it mentioned there were crocodiles and all. The narration left a huge imapact since it was highlighting the challenges faced. ",sad upset questioning hows why able see impact audio text also legible able relate swamp video since mentioned crocodile narration left huge imapact since highlighting challenge faced,37,3,7,TheDisplaced,LVLA,2,4,4,5,1,0,0
37008,"I was a bit troubled by the 2 different camera angles. It was not consistent and i could not feel the depth. I was excited, and little bit scared. The audio was better since there was no music and i could hear all the things that were happening in the video rather than listening to music, it felt more realistic that way",bit troubled 2 different camera angle consistent could feel depth excited little bit scared audio better since music could hear thing happening video rather listening music felt realistic way,37,3,8,CanyonSwing,HVHA,4,4,2,4,1,1,1
38001,"I was curious. I wanted to know what is happening around me as I was uncertain about it. I did not have any problems navigating around, and I understood that I am within a VR setting. Initially I could not tell that they are talking to me but then soon i realised that i was being kidnapped, but i did not feel like that, because objectively I knew i am in VR, but it was very close to reality. I felt a little anxious, but only to know what exactly was happening. The conversations were not very clear either, so I could not understand them.",curious wanted know happening around uncertain problem navigating around understood within vr setting initially could tell talking soon realised kidnapped feel like objectively knew vr close reality felt little anxious know exactly happening conversation clear either could understand,38,4,1,Kidnapped,LVHA,3,2,3,2,0,0,0
38002,"Initially, I was expecting that there would be some movement or some activity like the previous one. But then I understood that this is a beach view, and then I went into enjoying and experiencing the video. It was a bit similar to real life beach experiences, but not completely. The camera quality was sufficiently good, but if it was better it could have been nicer. Since there was no wind as well, I could tell that this is not real life, but the video was very good. it created a sense of calm and wonder within me, which usually happens in real life as well. I felt that I wanteed to walk around and go to the person sitting behind me, I was expecting some activity to happen, but eventually I understood that this is just a person, and I'm also expected to enjoy with him.",initially expecting would movement activity like previous one understood beach view went enjoying experiencing video bit similar real life beach experience completely camera quality sufficiently good better could nicer since wind well could tell real life video good created sense calm wonder within usually happens real life well felt wanteed walk around go person sitting behind expecting activity happen eventually understood person also expected enjoy,38,4,2,MalaekahanaSunrise,HVLA,4,1,4,2,0,1,1
38003,"I was majorly irritated. I thought that this was a video where there is a soldier camp or something, and somebody has come inside it and some war is being announced and they have to go. And then when I saw the zombies and all, and then it felt unnatural. I am noto familiar with these types of content, I do not watch such movies a lot. The zombies felt like humans only, it felt like a movie, like i am watching from a third-person's perspective.",majorly irritated thought video soldier camp something somebody come inside war announced go saw zombie felt unnatural noto familiar type content watch movie lot zombie felt like human felt like movie like watching thirdperson perspective,38,4,3,ZombieApocalypse,LVHA,2,4,2,1,1,0,0
38004,"I felt very warm and nice watching these videos. Warm and nice people, people being happy around. I like puppies in real life.  I tuned myself that this might be a camera that might be kept there, and then the puppy is coming very close to me, that created a sense of excitement also, cheerfulness kind of emotion. Since the camera was so low in height  initially, I felt that I might be the puppy itself, a very small creature. But then I eventually realized that the camera where it is being kept.",felt warm nice watching video warm nice people people happy around like puppy real life tuned might camera might kept puppy coming close created sense excitement also cheerfulness kind emotion since camera low height initially felt might puppy small creature eventually realized camera kept,38,4,4,PuppiesHost,HVHA,4,2,4,1,0,1,1
38005,"I felt warm and happy watching this. I could realise that this was captured using a drone, and I am able to feel the way it ususally is in blogs and videos. Initially I thought i was being taken up and above, but then i realised it was a drone. there were slight changes of view, that made me realise that this s a video which i am watching and is not an experience, it impacted my immersion and i got conscious of the fact that I am in VR. ",felt warm happy watching could realise captured using drone able feel way ususally blog video initially thought taken realised drone slight change view made realise video watching experience impacted immersion got conscious fact vr,38,4,5,GreatOceanRoad,HVLA,4,2,3,2,0,1,1
38006,"After a certain point of time, it felt very lonely and uncomfortable. Not very lonely, but it started feeling a little uncomfortable. it made me think in a philosophical way, like nobody being around and maybe this place is being abandoned or I am being left alone. It generated a negative emotion within me. I was expecting some activity to happen around, but there wasn't.",certain point time felt lonely uncomfortable lonely started feeling little uncomfortable made think philosophical way like nobody around maybe place abandoned left alone generated negative emotion within expecting activity happen around nt,38,4,6,AbandonedBuilding,LVLA,2,3,3,2,0,0,0
38007,"I became sad to know about this situation, and I felt sorry for it. I felt a little helpless, like what to do about it. I've heard it in the news, and I connected that there was an earthquake a few years back. I felt very sad and thought about the general temporary nature of life. The black circle below me hindered my experience a lot, but in some time i got used to it. the narration helped me a lot. there were certain parts to the video where I felt like I am one of them, standing in the queue to get food. The perspective felt very natural with the other people around me at the right height. ",became sad know situation felt sorry felt little helpless like heard news connected earthquake year back felt sad thought general temporary nature life black circle hindered experience lot time got used narration helped lot certain part video felt like one standing queue get food perspective felt natural people around right height,38,4,7,NepalEarthquake,LVLA,2,3,3,3,0,0,0
38008,"This was exciting and enjoyable. Initially I felt it very much, like we feel on slides. In some partes there were instances where the movement felt unreal becuase it is not that scary as it is in a real rollercoaster which I have experienced a lot. But still, there were clear moments of a real feeling within the video. Once i start enjoying the cideos I start feeling the way they are supposed to feel in real life. ",exciting enjoyable initially felt much like feel slide partes instance movement felt unreal becuase scary real rollercoaster experienced lot still clear moment real feeling within video start enjoying cideos start feeling way supposed feel real life,38,4,8,MegaCoaster,HVHA,4,4,2,1,1,1,1
39001,"I could feel the sense of seperation. The part where the family members of the soldiers were crying or saying goodbye or something, I think that was the main part for me where i focused. I could feel a bit sad, but not too much into the feeling. I could feel more for the family bonding, but not that sad, like I won't cry after watching this. Due to unfamiliarity with VR, normally when you are watching a video on television screen or something, or in real life, you are more attentive as like all of a sudden something happens you will be reacting quickly, but here it was a bit different for me. I was trying to be more attentive, but I couldn't. The audio made me feel more present. I haven't been in a war situation, but I could relate to it based on the movies I've watched, some of them were on world war 2 and all.",could feel sense seperation part family member soldier cry saying goodbye something think main part focused could feel bit sad much feeling could feel family bonding sad like wo nt cry watching due unfamiliarity vr normally watching video television screen something real life attentive like sudden something happens reacting quickly bit different trying attentive could nt audio made feel present nt war situation could relate based movie watched world war 2,39,3,1,Warknownonation,LVHA,4,4,4,2,1,1,0
